Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,group
415,0,0,6,1.354,1.054,patient
415,1,1,2,1.799,1.309,patient
415,1,0,5,3.654,0.474,patient
415,1,1,5,8.987,1.059,patient
415,0,0,6,1.549,0.874,patient
415,0,1,5,3.638,0.864,patient
415,0,0,6,1.394,0.802,patient
415,1,0,5,4.249,0.604,patient
415,1,0,3,6.054,1.214,patient
415,1,1,2,2.443,0.694,patient
415,1,0,3,2.225,1.739,patient
415,1,0,4,2.889,1.094,patient
415,1,1,5,2.484,1.159,patient
415,1,0,5,1.874,0.628,patient
415,0,0,6,1.679,0.485,patient
415,1,1,6,3.339,0.534,patient
415,0,1,6,2.359,0.504,patient
415,0,0,5,1.709,0.374,patient
415,0,0,4,1.479,0.388,patient
415,0,1,4,2.979,0.453,patient
415,0,0,5,20.466,2.539,patient
415,0,0,5,1.859,0.329,patient
415,1,1,4,1.811,1.499,patient
415,1,1,4,2.004,0.469,patient
415,0,0,4,3.33,0.589,patient
415,0,0,6,3.089,0.939,patient
415,0,0,5,1.714,0.859,patient
415,1,1,4,2.444,1.979,patient
415,1,0,5,4.043,0.432,patient
415,0,0,3,5.839,1.424,patient
415,0,0,5,1.799,1.877,patient
415,1,1,6,2.069,0.97,patient
415,0,0,6,1.709,1.334,patient
415,1,1,4,3.108,0.878,patient
416,0,1,6,2.36,12.786,patient
416,0,0,6,2.352,1.892,patient
416,0,0,6,2.115,1.131,patient
416,0,1,3,1.957,3.181,patient
416,1,1,4,1.8,1.453,patient
416,1,1,2,3.151,2.361,patient
416,0,0,3,1.839,1.845,patient
416,0,1,2,2.184,1.488,patient
416,1,1,3,8.85,1.616,patient
416,1,0,3,1.545,1.3,patient
416,1,1,3,8.015,0.901,patient
416,0,0,1,3.524,0.808,patient
416,1,1,2,2.623,1.61,patient
416,1,0,5,1.675,0.931,patient
416,1,1,1,1.985,0.972,patient
416,0,0,5,1.559,0.978,patient
416,0,0,4,1.132,0.896,patient
416,1,0,5,1.831,1.418,patient
416,0,1,2,5.301,0.768,patient
416,0,0,4,4.366,1.318,patient
416,1,0,2,1.814,2.12,patient
416,1,1,2,1.993,0.937,patient
416,1,0,5,1.412,0.616,patient
416,0,0,4,2.633,0.725,patient
416,0,0,6,1.1,0.92,patient
416,1,1,4,2.337,0.972,patient
416,1,1,3,10.931,1.757,patient
416,0,0,5,0.986,0.85,patient
416,1,0,6,0.863,0.926,patient
416,0,0,5,1.118,1.147,patient
416,0,0,3,3.991,1.213,patient
416,0,0,5,1.091,1.06,patient
416,0,0,4,1.45,0.428,patient
416,1,0,6,1.048,0.838,patient
416,1,0,6,1.034,0.439,patient
416,1,0,4,1.242,0.497,patient
416,0,0,6,0.856,0.632,patient
416,1,0,2,1.528,1,patient
416,1,1,4,5.927,0.778,patient
416,1,0,3,2.145,1.012,patient
416,1,0,3,4.273,0.784,patient
416,0,1,4,2.713,1.44,patient
416,1,0,5,1.731,0.959,patient
416,1,0,5,0.979,0.627,patient
416,0,1,1,6.176,0.995,patient
416,0,0,6,1.352,0.603,patient
416,0,0,4,20.591,0.92,patient
416,1,0,4,1.09,0.943,patient
416,0,0,4,1.062,0.714,patient
416,1,0,5,1.082,0.954,patient
416,1,0,6,1.001,0.604,patient
416,1,0,3,2.294,0.873,patient
416,1,0,6,5.205,1.055,patient
416,1,1,1,11.812,0.862,patient
416,0,0,4,1.619,1.177,patient
416,0,1,4,1.283,0.918,patient
416,1,1,3,3.158,1.312,patient
416,0,0,4,1.674,1.288,patient
416,1,1,4,2.679,1.189,patient
416,1,0,4,4.528,0.921,patient
416,1,1,1,1.543,2.583,patient
416,0,0,6,1.884,0.879,patient
416,0,0,6,3.251,0.369,patient
416,1,0,4,1.821,1.131,patient
416,0,0,4,1.537,0.498,patient
416,1,0,5,1.309,0.691,patient
416,0,0,6,1.383,0.386,patient
416,0,0,6,1.245,0.391,patient
416,1,0,6,2.853,0.598,patient
416,0,1,3,1.543,1.065,patient
416,0,0,6,1.619,0.703,patient
416,1,1,1,3.915,1.014,patient
416,1,1,2,5.646,1.159,patient
416,0,1,2,1.644,0.69,patient
416,1,1,3,5.103,0.468,patient
416,0,0,4,3.162,1.587,patient
416,0,0,5,4.296,0.814,patient
416,1,0,2,14.809,0.574,patient
416,0,1,4,8.328,1.225,patient
416,0,1,3,2.368,1.68,patient
416,0,1,3,2.195,0.344,patient
416,1,1,1,2.061,0.403,patient
416,0,0,5,1.543,0.972,patient
416,0,0,4,2.813,0.544,patient
416,1,0,1,1.392,0.885,patient
416,1,0,6,1.254,0.421,patient
416,1,1,2,3.126,1.224,patient
416,1,0,5,3.603,0.849,patient
416,0,0,4,3.934,0.375,patient
416,0,1,2,9.824,1.985,patient
416,0,0,4,1.39,1.007,patient
416,0,1,3,5.097,1.599,patient
416,0,0,4,1.694,0.703,patient
416,0,0,4,7.868,0.704,patient
416,0,0,4,1.265,0.486,patient
416,1,1,3,1.541,1.071,patient
416,0,1,3,1.775,0.405,patient
416,1,0,1,1.332,0.908,patient
416,1,1,3,2.638,0.334,patient
416,1,0,4,1.475,0.908,patient
416,0,1,2,9.458,0.732,patient
416,0,0,6,1.271,0.796,patient
416,1,1,2,14.821,0.521,patient
416,1,0,4,2.536,0.263,patient
416,0,1,1,1.822,0.903,patient
416,1,0,5,1.441,0.825,patient
416,1,0,2,21.29,1.909,patient
416,1,0,4,7.421,0.509,patient
416,0,1,1,2.339,1.172,patient
416,1,1,2,1.616,0.375,patient
416,1,1,5,1.504,0.356,patient
416,0,0,6,1.043,0.955,patient
416,1,1,4,12.114,1.336,patient
416,0,0,6,1.059,0.68,patient
416,0,1,3,3.012,1.247,patient
416,0,1,2,4.056,1.458,patient
416,0,0,6,1.31,0.95,patient
416,0,0,6,1.307,0.374,patient
416,0,0,5,14.358,0.961,patient
416,1,0,4,1.129,1.031,patient
416,0,0,5,0.785,0.778,patient
416,0,0,6,0.84,0.854,patient
416,1,0,4,0.914,0.492,patient
416,0,0,6,0.836,0.85,patient
416,0,0,6,0.945,0.621,patient
416,1,0,5,1.076,0.509,patient
416,1,1,2,1.776,0.31,patient
416,0,0,6,1.071,0.368,patient
416,1,0,5,2.151,0.825,patient
416,0,0,4,0.923,0.516,patient
416,0,0,5,0.859,0.585,patient
416,1,0,4,1.024,0.591,patient
416,1,0,5,1.216,0.345,patient
416,1,0,1,1.042,1.547,patient
416,0,0,6,1.445,0.622,patient
416,0,0,4,1.767,0.298,patient
416,1,0,5,10.898,0.779,patient
416,0,0,4,1.115,0.352,patient
416,1,1,3,1.486,0.89,patient
416,1,1,3,1.53,0.275,patient
416,1,1,3,1.028,0.263,patient
416,0,0,6,1.506,0.257,patient
416,0,0,4,11.322,0.349,patient
416,1,0,6,1.281,0.35,patient
416,1,0,5,0.86,0.275,patient
416,0,0,4,0.964,0.363,patient
416,0,1,2,1.397,0.727,patient
416,0,1,2,1.79,0.305,patient
416,1,1,3,1.325,0.199,patient
416,1,1,4,1.237,1.131,patient
416,1,1,5,1.535,0.528,patient
416,0,0,6,1.05,0.304,patient
416,0,0,6,1.12,0.2,patient
416,1,0,6,1.219,0.228,patient
416,1,0,6,0.886,0.216,patient
416,0,0,6,0.984,0.141,patient
416,0,0,6,0.785,0.187,patient
416,0,0,6,0.716,0.239,patient
416,1,0,6,0.806,0.193,patient
416,1,0,6,0.926,0.245,patient
416,1,1,2,1.419,0.322,patient
416,1,1,2,1.246,0.221,patient
416,0,0,6,1.739,0.209,patient
416,1,0,6,0.908,0.192,patient
416,1,1,2,1.569,1.123,patient
416,0,0,4,8.832,0.474,patient
416,0,1,6,0.832,0.28,patient
416,1,1,6,0.813,0.187,patient
416,1,1,6,0.653,0.257,patient
416,1,1,5,0.873,0.227,patient
416,0,1,6,0.719,0.316,patient
416,0,1,5,0.811,0.246,patient
416,0,1,5,0.714,0.422,patient
416,1,1,2,3.244,0.286,patient
416,1,0,6,2.473,0.24,patient
416,1,0,6,4.516,0.199,patient
416,1,1,6,4.611,0.292,patient
416,1,1,4,1.581,1.084,patient
416,1,1,5,2.218,0.598,patient
416,1,0,6,1.474,0.317,patient
416,0,1,5,0.868,0.246,patient
416,1,1,1,1.071,1.102,patient
416,0,1,1,1.507,0.316,patient
416,0,1,2,1.191,0.216,patient
416,0,1,3,1.782,0.568,patient
416,0,0,6,0.869,0.369,patient
416,0,1,1,1.706,0.539,patient
416,0,1,2,0.81,0.48,patient
416,1,0,5,1.447,0.286,patient
416,1,1,2,1.002,1.024,patient
416,0,1,2,1.647,0.268,patient
416,0,1,2,1.124,0.24,patient
416,0,0,6,1.146,0.199,patient
416,1,0,5,1.293,0.192,patient
416,1,0,6,1.203,0.321,patient
416,0,0,6,2.44,0.263,patient
416,0,0,4,1.736,0.194,patient
416,1,1,2,1.501,0.328,patient
416,0,1,3,1.196,0.187,patient
416,1,0,6,1.129,0.241,patient
417,1,1,5,6.425,4.483,patient
417,1,1,5,2.61,1.792,patient
417,1,1,5,2.798,1.387,patient
417,0,1,5,4.156,1.832,patient
417,0,1,5,4.314,0.467,patient
417,1,0,2,1.12,1.171,patient
417,0,0,6,1.147,1.265,patient
417,1,0,6,1.176,0.585,patient
417,1,1,6,1.817,0.92,patient
417,0,0,6,1.045,0.573,patient
417,1,1,6,2.232,0.713,patient
417,1,1,6,1.098,0.481,patient
417,1,1,6,2.051,0.403,patient
417,1,1,6,1.045,0.314,patient
417,0,0,6,0.835,0.457,patient
417,1,1,5,7.893,2.636,patient
417,1,0,6,1.559,0.749,patient
417,1,0,6,1.066,0.374,patient
417,1,1,6,1.553,0.375,patient
417,1,1,6,1.881,0.35,patient
417,1,0,6,1.024,0.427,patient
417,0,0,6,0.909,0.339,patient
417,0,0,6,0.916,0.386,patient
417,0,0,6,0.825,0.31,patient
417,1,0,6,1.077,0.304,patient
417,1,1,6,1.227,0.467,patient
417,0,0,6,0.778,0.368,patient
417,1,1,6,1.4,0.38,patient
417,0,0,6,0.906,0.34,patient
417,1,1,6,4.351,0.492,patient
417,1,1,6,2.443,0.485,patient
417,1,1,5,1.699,0.889,patient
417,0,0,5,0.79,0.785,patient
417,0,0,5,1.045,0.373,patient
417,1,1,5,1.787,0.48,patient
417,0,0,5,0.857,0.378,patient
417,0,0,5,0.829,0.415,patient
417,0,0,5,1.262,0.286,patient
417,0,0,5,1.005,0.278,patient
417,1,0,5,0.868,0.322,patient
417,0,0,5,0.828,0.297,patient
417,0,0,5,0.787,0.309,patient
417,0,0,5,0.99,1.728,patient
417,0,0,6,0.88,0.914,patient
417,1,0,6,0.836,0.362,patient
417,0,0,6,0.811,0.397,patient
417,1,0,6,0.857,0.391,patient
417,0,0,6,1.004,0.316,patient
417,0,0,6,0.769,0.364,patient
417,0,1,6,1.812,0.415,patient
417,1,0,5,1.114,1.382,patient
417,0,1,6,1.211,0.363,patient
417,0,0,5,1.26,0.961,patient
417,1,0,6,1.366,0.662,patient
417,0,0,6,1.472,0.433,patient
417,1,1,6,1.073,0.509,patient
417,1,1,6,2.464,0.404,patient
417,0,0,6,0.709,0.538,patient
417,1,1,6,1.079,0.381,patient
417,1,1,6,1.238,0.403,patient
417,1,1,6,1.016,0.357,patient
417,0,0,6,0.806,0.437,patient
417,1,1,6,1.968,0.375,patient
417,1,0,6,1.395,0.409,patient
417,1,0,6,1.704,0.304,patient
417,1,0,6,0.818,0.262,patient
417,0,0,6,0.633,0.24,patient
417,0,0,6,0.781,0.257,patient
417,0,0,6,0.828,0.269,patient
417,0,0,6,0.644,0.234,patient
417,0,1,6,1.356,0.234,patient
417,0,0,6,1.869,0.269,patient
417,1,0,6,5.3,0.656,patient
417,0,0,6,0.833,0.321,patient
417,1,0,6,0.976,0.264,patient
417,1,0,6,0.693,0.257,patient
417,0,1,6,1.141,0.321,patient
417,1,1,6,0.901,0.305,patient
417,0,1,6,2.024,0.304,patient
417,0,0,6,0.841,0.346,patient
417,0,0,6,0.884,0.27,patient
417,1,1,6,1.163,0.298,patient
417,1,1,6,1.147,0.292,patient
417,0,1,6,1.212,0.287,patient
417,0,0,6,0.934,0.28,patient
417,1,1,1,1.038,3.275,patient
417,1,1,2,4.466,4.006,patient
417,0,1,6,1.162,0.374,patient
417,1,0,6,0.958,0.398,patient
417,1,0,6,0.795,0.309,patient
417,1,1,6,1.978,0.627,patient
417,0,0,6,0.9,0.329,patient
417,0,0,6,0.747,0.257,patient
417,0,0,6,0.726,0.257,patient
417,1,0,6,0.846,0.229,patient
417,1,0,6,0.72,0.222,patient
417,0,0,6,0.768,0.229,patient
417,1,0,6,0.894,0.258,patient
417,1,0,6,0.768,0.241,patient
417,1,1,2,3.185,0.884,patient
417,1,1,2,1.42,3.826,patient
417,1,1,2,1.13,0.855,patient
417,1,1,2,2.411,2.039,patient
417,0,1,2,2.303,0.567,patient
417,0,0,6,1.023,1.096,patient
417,1,0,6,1.005,0.386,patient
417,0,0,6,0.838,0.28,patient
417,0,1,2,1.212,0.58,patient
417,1,1,2,1.392,0.386,patient
417,1,0,6,1.013,0.731,patient
417,1,0,6,0.943,0.438,patient
417,0,0,6,1.316,0.328,patient
417,1,1,2,1.263,0.521,patient
417,0,1,2,1.636,0.543,patient
417,0,1,2,2.136,0.433,patient
417,1,1,2,2.204,0.41,patient
417,1,1,2,4.353,0.415,patient
417,0,0,6,1.088,0.597,patient
417,1,1,2,1.741,1.786,patient
417,0,1,2,1.261,0.725,patient
417,1,1,2,2.771,0.375,patient
417,1,1,2,1.672,0.286,patient
417,0,1,2,4.34,0.521,patient
417,0,1,2,2.152,0.38,patient
417,0,1,2,1.59,0.321,patient
417,1,1,2,1.22,0.334,patient
417,0,1,2,0.98,0.304,patient
417,0,0,6,0.96,0.392,patient
417,0,1,2,4.652,0.391,patient
417,0,1,2,1.896,0.345,patient
417,0,0,6,1.012,0.386,patient
417,1,1,6,1.835,0.386,patient
417,0,0,6,1.249,0.422,patient
417,0,1,6,1.275,0.474,patient
417,1,0,6,6.145,0.557,patient
417,0,0,6,1.214,0.292,patient
417,1,0,6,0.79,0.252,patient
417,0,1,2,2.362,1.687,patient
417,1,0,6,1.034,0.703,patient
417,1,1,2,1.82,1.624,patient
417,0,1,2,2.257,0.363,patient
417,0,1,2,1.994,0.491,patient
417,1,1,2,1.676,0.813,patient
417,1,1,2,11.488,2.444,patient
417,0,0,6,2.331,1.552,patient
417,0,0,6,1.881,0.626,patient
417,0,0,6,0.914,0.303,patient
417,1,1,2,9.179,0.743,patient
417,0,1,2,1.251,0.317,patient
417,0,1,2,1.2,0.357,patient
417,0,1,2,1.383,0.304,patient
417,1,1,2,1.152,0.303,patient
417,1,0,2,1.916,0.972,patient
417,0,0,5,1.164,1.083,patient
417,1,0,6,1.118,0.445,patient
417,1,0,6,0.886,0.299,patient
417,1,0,2,1.699,0.387,patient
417,1,1,5,1.755,2.501,patient
417,0,1,5,1.794,0.609,patient
417,0,1,5,1.131,0.451,patient
417,0,0,2,6.162,0.615,patient
417,1,1,6,1.181,0.855,patient
417,0,0,2,1.242,0.462,patient
417,0,0,2,1.081,0.393,patient
417,0,1,2,1.324,0.462,patient
417,0,1,5,2.822,1.032,patient
417,1,1,2,1.793,0.456,patient
417,0,1,6,3.757,0.591,patient
417,1,0,6,1.218,0.345,patient
417,1,1,2,1.599,0.433,patient
417,1,0,6,1.163,0.339,patient
417,0,0,6,1.037,0.223,patient
417,1,1,6,1.478,0.703,patient
417,0,0,6,1.404,0.426,patient
417,1,1,6,1.697,0.415,patient
417,0,0,6,1.367,0.309,patient
417,0,1,6,1.692,1.482,patient
417,0,1,6,1.856,0.509,patient
417,0,1,2,9.299,2.115,patient
417,0,0,6,1.253,0.34,patient
417,1,1,3,4.046,1.927,patient
417,0,0,6,1.261,0.814,patient
417,1,1,2,2.694,0.533,patient
417,1,1,2,1.693,0.364,patient
417,1,1,2,1.208,0.304,patient
417,1,1,2,3.006,0.368,patient
417,0,0,2,2.851,0.275,patient
417,1,1,2,2.247,0.27,patient
417,1,1,2,1.082,0.263,patient
417,0,1,2,1.241,0.298,patient
417,0,1,2,0.873,0.268,patient
417,0,1,2,0.739,0.275,patient
417,1,1,2,0.901,0.281,patient
417,0,0,6,0.886,0.245,patient
417,1,1,2,1.413,0.264,patient
417,0,1,2,1.188,0.31,patient
417,0,1,6,1.256,0.362,patient
417,1,0,2,2.528,0.825,patient
417,1,0,2,10.183,0.821,patient
417,1,0,2,5.852,0.328,patient
418,0,0,6,6.093,1.295,patient
418,0,1,3,7.58,10,patient
418,0,0,6,10.407,1.422,patient
418,0,0,4,13.445,2.362,patient
418,1,1,3,6.067,3.307,patient
418,1,1,1,4.184,0.966,patient
418,0,0,6,4.957,1.38,patient
418,0,0,6,3.059,1.381,patient
418,1,0,2,9.222,4.421,patient
418,1,1,3,7.258,1.217,patient
418,1,0,5,4.132,0.773,patient
418,0,1,1,5.154,1.542,patient
418,1,1,6,3.353,1.24,patient
418,1,1,6,4.123,1.026,patient
418,1,1,3,3.628,1.327,patient
418,0,0,6,2.242,1.106,patient
418,0,0,6,1.888,1.147,patient
418,1,1,3,8.784,1.632,patient
418,0,0,5,2.007,1.652,patient
418,0,0,6,3.303,2.075,patient
418,1,1,3,2.201,1.552,patient
418,1,1,3,4.089,0.762,patient
418,1,0,5,1.771,2.071,patient
418,0,1,3,2.443,0.792,patient
418,0,0,6,2.281,0.872,patient
418,1,1,6,1.889,0.699,patient
418,1,0,3,6.646,1.266,patient
418,0,0,3,1.663,2.651,patient
418,1,0,6,1.707,0.921,patient
418,0,0,6,1.512,0.762,patient
418,0,0,3,4.963,1.629,patient
418,0,0,6,7.333,0.736,patient
418,0,0,6,1.878,0.648,patient
418,1,0,6,1.613,0.667,patient
418,1,1,3,4.854,0.703,patient
418,1,1,3,3.104,0.777,patient
418,0,0,6,2.599,0.538,patient
418,1,1,3,5.308,0.808,patient
418,1,0,6,5.568,0.794,patient
418,1,1,3,1.899,0.513,patient
418,1,0,6,1.567,0.383,patient
418,0,0,6,1.169,0.73,patient
418,1,1,6,2.317,1.708,patient
418,1,1,3,2.674,1.097,patient
418,0,0,6,3.489,0.568,patient
418,0,1,3,1.838,0.773,patient
418,0,0,6,4.304,0.488,patient
418,1,1,3,2.351,0.949,patient
418,0,0,6,1.489,0.418,patient
418,1,1,3,2.099,0.378,patient
418,1,0,6,1.669,0.413,patient
418,1,1,3,1.533,0.473,patient
418,1,0,6,2.214,0.332,patient
418,1,0,6,1.249,0.402,patient
418,0,0,6,2.46,0.348,patient
418,0,1,3,1.954,0.356,patient
418,1,1,3,5.269,0.762,patient
418,0,1,3,4.519,0.413,patient
418,1,0,6,6.025,0.433,patient
418,1,0,3,3.569,1.763,patient
418,1,1,3,3.099,3.282,patient
418,0,0,6,3.789,0.573,patient
418,0,0,6,1.883,0.343,patient
418,1,1,1,1.808,3.398,patient
418,0,0,6,4.705,0.388,patient
418,1,0,6,2.109,0.467,patient
418,0,0,3,5.399,0.523,patient
418,0,0,6,1.453,0.368,patient
418,1,1,3,2.535,0.937,patient
418,0,0,3,4.839,0.983,patient
418,0,0,6,1.314,0.428,patient
418,1,0,6,2.512,0.418,patient
418,1,1,3,1.664,0.568,patient
418,0,0,6,5.78,0.333,patient
418,1,1,3,1.847,0.272,patient
418,0,0,6,1.219,0.473,patient
418,0,0,6,1.689,0.362,patient
418,1,1,3,1.359,0.673,patient
418,0,0,2,1.444,41.47,patient
418,0,0,6,13.963,0.272,patient
418,0,1,3,5.279,0.317,patient
418,1,0,6,1.144,0.356,patient
418,0,0,6,1.839,0.337,patient
418,0,0,6,1.879,0.199,patient
418,1,1,2,1.244,0.451,patient
418,1,0,6,1.219,0.318,patient
418,1,0,6,1.614,0.243,patient
418,1,0,6,1.964,0.768,patient
418,0,1,2,1.804,0.173,patient
418,0,0,6,2.149,0.238,patient
418,0,0,6,0.964,0.258,patient
418,0,0,6,3.475,1.138,patient
418,0,0,6,2.594,0.295,patient
418,0,1,3,1.674,0.773,patient
418,0,0,6,2.209,0.243,patient
418,1,1,3,1.884,0.383,patient
418,0,0,6,1.575,0.372,patient
418,1,0,6,3.52,0.634,patient
418,1,0,6,24.024,0.278,patient
418,1,1,3,1.514,1.003,patient
418,0,0,3,13.935,0.327,patient
418,0,0,3,3.54,1.263,patient
418,1,1,3,1.912,0.732,patient
418,1,0,3,3.444,0.916,patient
418,0,0,6,2.629,0.548,patient
418,1,1,3,2.409,0.864,patient
418,1,1,3,1.888,0.643,patient
418,1,1,3,2.339,0.288,patient
418,0,0,6,1.744,0.303,patient
418,1,0,3,4.254,0.183,patient
418,1,1,3,3.105,0.418,patient
418,0,0,6,1.619,0.278,patient
418,1,1,3,1.629,0.401,patient
418,0,0,6,1.153,0.288,patient
418,0,0,6,1.199,0.513,patient
418,0,1,3,1.559,1.008,patient
418,0,0,6,1.768,0.368,patient
418,0,1,3,3.155,0.388,patient
418,0,0,6,2.584,0.283,patient
418,1,1,3,1.684,0.413,patient
418,0,0,6,2.384,0.282,patient
418,0,1,3,6.724,0.428,patient
418,1,0,6,0.899,0.202,patient
418,0,0,6,2.232,0.597,patient
418,0,0,6,1.037,0.278,patient
418,1,0,6,3.933,0.202,patient
418,1,1,3,1.119,0.398,patient
418,0,0,6,1.42,0.243,patient
418,1,1,3,1.364,0.304,patient
418,0,1,3,1.878,0.273,patient
418,0,0,6,1.204,0.273,patient
418,1,0,6,5.514,0.312,patient
418,1,0,6,2.022,0.241,patient
418,1,0,6,3.595,0.233,patient
418,0,0,6,1.908,0.202,patient
418,0,0,6,2.178,0.257,patient
418,1,1,3,1.329,0.251,patient
418,0,0,3,1.078,2.268,patient
418,1,0,6,1.901,0.238,patient
418,1,1,3,2.584,0.343,patient
418,1,1,3,1.903,0.263,patient
418,0,0,6,1.989,0.273,patient
418,0,0,6,4.178,0.193,patient
418,1,1,3,2.228,0.509,patient
418,1,0,6,1.108,0.193,patient
418,0,1,3,1.564,0.198,patient
418,0,0,6,1.113,0.253,patient
418,0,1,3,1.553,0.308,patient
418,1,0,6,5.607,0.218,patient
418,1,1,3,1.733,0.254,patient
418,1,1,6,2.303,1.298,patient
418,0,0,6,1.473,0.248,patient
418,0,0,6,1.174,0.308,patient
418,1,1,3,8.143,0.177,patient
418,1,1,3,1.258,0.278,patient
418,0,1,3,4.193,0.708,patient
418,0,0,6,2.663,0.233,patient
418,0,0,6,4.079,0.253,patient
418,1,0,6,1.604,0.253,patient
418,1,0,3,3.533,0.233,patient
418,1,0,3,2.634,0.267,patient
418,1,1,3,1.529,0.323,patient
418,0,0,3,2.128,0.907,patient
418,1,0,6,2.192,0.308,patient
418,1,0,6,1.534,0.218,patient
418,0,1,3,1.703,0.248,patient
418,0,1,3,1.358,0.238,patient
418,1,0,6,1.589,0.288,patient
418,1,0,6,1.193,0.268,patient
418,1,1,3,1.365,0.233,patient
418,0,1,3,3.233,0.212,patient
418,0,0,6,2.555,0.177,patient
418,0,1,3,3.668,0.253,patient
418,1,1,3,1.74,0.253,patient
418,1,0,6,1.558,0.208,patient
418,1,1,3,1.479,0.258,patient
418,1,1,3,1.699,0.183,patient
418,1,0,6,1.038,0.243,patient
418,1,0,6,0.883,0.228,patient
418,1,1,3,1.429,0.268,patient
418,0,0,6,1.124,0.263,patient
418,1,1,3,1.923,0.197,patient
418,0,1,3,1.568,0.197,patient
418,0,0,6,1.337,0.243,patient
418,0,0,6,1.004,0.308,patient
418,0,1,3,3.429,0.299,patient
418,0,0,6,0.899,0.268,patient
418,0,0,3,3.519,0.284,patient
418,1,0,3,3.184,0.183,patient
418,1,0,6,1.684,0.212,patient
418,0,0,6,0.864,0.253,patient
418,0,0,6,3.3,0.193,patient
418,0,0,6,2.699,0.204,patient
418,1,0,3,15.715,0.178,patient
418,1,0,3,4.049,0.268,patient
418,0,0,6,1.689,0.273,patient
418,0,0,6,0.914,0.282,patient
418,1,0,6,1.274,0.239,patient
418,0,1,3,1.7,0.233,patient
418,1,1,3,1.077,0.278,patient
419,0,1,6,4.325,1.935,patient
419,0,0,6,4.905,1.979,patient
419,0,1,6,3.735,4.1,patient
419,0,1,6,2.667,1.745,patient
419,1,1,6,1.902,1.616,patient
419,1,1,6,1.299,1.539,patient
419,0,1,6,1.383,1.024,patient
419,0,0,4,4.019,3.579,patient
419,1,1,6,2.087,1.036,patient
419,1,1,6,2.908,1.129,patient
419,1,1,6,1.391,1.018,patient
419,0,0,6,2.151,1.253,patient
419,1,1,6,1.378,1.155,patient
419,1,1,6,3.176,0.573,patient
419,1,1,6,6.489,4.03,patient
419,0,1,6,1.25,0.931,patient
419,0,1,6,1.265,0.691,patient
419,1,1,6,1.858,0.638,patient
419,0,1,6,1.253,4.337,patient
419,0,0,6,1.624,0.626,patient
419,1,1,6,1.635,1.107,patient
419,1,1,6,1.479,1.342,patient
419,1,1,6,3.016,2.883,patient
419,0,0,6,1.446,0.591,patient
419,0,0,6,2.724,0.527,patient
419,1,1,6,1.243,0.473,patient
419,1,1,6,1.43,0.491,patient
419,0,0,6,1.822,0.533,patient
419,1,1,6,1.367,0.502,patient
419,0,1,6,8.689,1.388,patient
419,0,0,6,2.046,0.661,patient
419,0,1,6,1.829,0.433,patient
419,0,0,6,1.291,0.521,patient
419,1,0,4,4.571,2.185,patient
419,1,1,6,1.177,0.462,patient
419,1,1,6,2.245,0.41,patient
419,0,0,6,2.482,1.459,patient
419,1,1,6,1.246,0.544,patient
419,1,1,6,1.397,0.456,patient
419,1,1,6,3.109,0.422,patient
419,1,1,6,1.037,0.421,patient
419,0,0,6,2.714,0.72,patient
419,1,1,6,1.216,0.469,patient
419,1,1,6,5.577,1.745,patient
419,0,0,6,4.953,1.849,patient
419,0,0,6,1.946,0.545,patient
419,0,1,6,3.07,0.657,patient
419,1,1,6,1.188,0.51,patient
419,0,0,6,1.486,0.473,patient
419,1,1,6,2.126,0.468,patient
419,1,1,6,1.446,0.502,patient
419,1,1,6,1.417,0.457,patient
419,1,1,6,1.344,0.555,patient
419,1,1,6,1.27,0.484,patient
419,0,0,6,1.884,0.462,patient
419,0,0,6,1.843,0.451,patient
419,1,1,6,1.378,0.521,patient
419,0,0,6,2.056,0.714,patient
419,1,1,6,1.263,0.487,patient
419,1,1,6,4.61,0.872,patient
419,1,1,6,1.235,0.386,patient
419,0,0,6,3.988,0.827,patient
419,0,0,6,2.312,0.438,patient
419,1,1,6,4.535,0.492,patient
419,0,1,6,1.455,1.751,patient
419,1,1,6,1.361,0.48,patient
419,0,1,6,2.224,0.41,patient
419,0,1,6,1.487,0.457,patient
419,1,1,6,1.552,0.421,patient
419,0,1,6,2,0.398,patient
419,0,0,6,1.324,0.432,patient
419,1,1,6,1.777,0.662,patient
419,1,1,6,1.761,0.556,patient
419,0,0,6,2,0.538,patient
419,1,1,6,1.269,0.351,patient
419,0,0,6,2.035,0.444,patient
419,0,0,6,2.519,0.381,patient
419,1,1,6,1.791,0.368,patient
419,0,0,6,1.418,0.403,patient
419,0,1,6,1.6,0.374,patient
419,0,0,4,6.407,1.295,patient
419,1,1,6,1.27,0.498,patient
419,0,0,4,3.07,0.754,patient
419,0,1,6,1.36,0.557,patient
419,1,1,6,2.215,0.456,patient
419,1,1,6,1.602,0.421,patient
419,1,1,6,1.233,0.421,patient
419,1,1,6,1.423,0.381,patient
419,0,0,6,2.073,0.456,patient
419,0,0,6,2.013,0.456,patient
419,0,1,6,3.124,0.264,patient
419,0,1,6,1.13,0.446,patient
419,0,0,6,1.467,0.468,patient
419,0,0,6,2.24,0.638,patient
419,0,1,6,1.202,0.41,patient
419,1,1,6,3.117,0.369,patient
419,0,1,6,4.161,0.697,patient
419,1,1,6,1.72,0.496,patient
419,1,1,6,0.895,0.474,patient
419,1,1,6,0.914,0.409,patient
419,0,0,6,1.4,0.469,patient
